tran_no,line_no,tran_date,fb_id,tran_currency,supp_code,Supplier Name,comments,expense_category,expense,usage,cost_center,Cost Center Desc,analysis_code,Analysis Desc,subanalysis_code,Sub Analsysi Desc,remarks,destn_fbid,destn_usage,UniqueId,,,
AEXP-008015-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,R. TUDDENHAM 03/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11585,,,
AEXP-008016-2018,1,12/06/2018,L008-JSPL,AUD,AS001243,OAKS BROOME,A HORTON 14MAY 1 BDR,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-BME,Broome - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11586,,,
AEXP-008017-2018,1,12/06/2018,L025-CSAR,AUD,AS000383,CANON AUSTRALIA PTY LTD,ATTN VENKAT SAKIBANDA 19/2-18/3/18 AIRFLITE COPYING,OVERHDS HIGH- OPS,NULL,DIR POST PRINT STAT,AU-PER,Perth - Location,CA102,AMSA,ST001,ST-Administration,19/2-18/3/18 AIRFLITE COPYING,NULL,NULL,11587,,,
AEXP-008018-2018,1,12/06/2018,L018-NJSP,AUD,AS001647,TELSTRA CORPORATION LTD,ATT: VENKAT SAKIBANDA,OVERHDS HIGH- OPS,NULL,IND MOBILE,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,NULL,NULL,NULL,11588,,,
AEXP-008018-2018,2,12/06/2018,L018-NJSP,AUD,AS001647,TELSTRA CORPORATION LTD,ATT: VENKAT SAKIBANDA,OVERHDS HIGH- OPS,NULL,IND MOBILE,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,NULL,NULL,NULL,11589,,,
AEXP-008019-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,V. SHERRY 03/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11590,,,
AEXP-008020-2018,1,12/06/2018,L008-JSPL,AUD,AS001243,OAKS BROOME,M KINNAIRD 14MAY 1 BDR,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-BME,Broome - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11591,,,
AEXP-008021-2018,1,12/06/2018,L008-JSPL,AUD,AS001243,OAKS BROOME,M LEAHY 14MAY 1 BDR,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-BME,Broome - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11592,,,
AEXP-008022-2018,1,12/06/2018,L009-CASE,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,A-15 Water,DIR STAFF AMENITY,AU-CNS,Cairns - Location,DA503,HMU Cairns,ST999,ST-Default SAC,A-15 Water,NULL,NULL,11593,,,
AEXP-008023-2018,1,12/06/2018,L017-NJEP,AUD,AS001705,VECTRA CORPORATION LIMITED,Attn: V. Sakibanda - PO 206500,OVERHDS HIGH- OPS,NULL,DIR HARDWARE NOT CAP,AU-PER,Perth - Location,CA401,Regional,ST001,ST-Administration,PO 206500,NULL,NULL,11594,,,
AEXP-008024-2018,1,12/06/2018,L008-JSPL,AUD,AS001243,OAKS BROOME,L MCAULIFFE 14MAY 1 BDR,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-BME,Broome - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11595,,,
AEXP-008025-2018,1,12/06/2018,L018-NJSP,AUD,AS001096,THE MECH FAMILY TRUST,ATT: WADE ALLEN,OVERHDS HIGH -TECH,NULL,OH CONTRACT LABOUR,AU-999,Australia Default Location,DA171,Logistics / Supply Chain,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11596,,,
AEXP-008026-2018,1,12/06/2018,L018-NJSP,AUD,AS001096,THE MECH FAMILY TRUST,ATT: WADE ALLEN,OVERHDS HIGH -TECH,NULL,OH CONTRACT LABOUR,AU-999,Australia Default Location,DA171,Logistics / Supply Chain,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11597,,,
AEXP-008027-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,T. YAMA 01-03/06 + MEALS,OVERHDS LOW - OPS,NULL,DIR OH ACCOM,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST303,ST-First Officers,NULL,NULL,NULL,11598,,,
AEXP-008027-2018,2,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,T. YAMA 01-03/06 + MEALS,OVERHDS LOW - OPS,NULL,DIR MEALS - TRAVEL,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST303,ST-First Officers,NULL,NULL,NULL,11599,,,
AEXP-008028-2018,1,12/06/2018,L018-NJSP,AUD,AS000683,EAT REAL PTY LTD,Attn: P. Winship - Milk & Paper,OVERHDS HIGH-SPL MIS,NULL,DIR STAFF AMENITY,AU-CNS,Cairns - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,Milk & Paper,NULL,NULL,11600,,,
AEXP-008029-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,L. VANT PADJE 01/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11601,,,
AEXP-008030-2018,1,12/06/2018,L025-CSAR,AUD,AS000683,EAT REAL PTY LTD,Attn: P. Winship,OVERHDS HIGH-SPL MIS,NULL,DIR STAFF AMENITY,AU-CNS,Cairns - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11602,,,
AEXP-008031-2018,1,12/06/2018,L025-CSAR,AUD,AS000683,EAT REAL PTY LTD,Attn: P. Winship,OVERHDS HIGH-SPL MIS,Catering,CATERING DIRECT,AU-CNS,Cairns - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11603,,,
AEXP-008032-2018,1,12/06/2018,L009-CASE,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,A-15 Water,DIR STAFF AMENITY,AU-CNS,Cairns - Location,DA503,HMU Cairns,ST999,ST-Default SAC,A-15 Water,NULL,NULL,11604,,,
AEXP-008033-2018,1,12/06/2018,L017-NJEP,AUD,AS000466,CARBRIDGE PTY LTD,ATTN SAM HARDY MAY 18 CHARTERS,OVERHDS HIGH-COMM,NULL,GROUND HANDLING,AU-BWB,Barrow Island - Location,CA404,Chevron,ZZ999,ZZ-Default SAC code,MAY 18 CHARTERS,NULL,NULL,11605,,,
AEXP-008035-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,P. GADSDON 01/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11606,,,
AEXP-008036-2018,1,12/06/2018,L008-JSPL,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,A-15 Water,DIR STAFF AMENITY,AU-CNS,Cairns - Location,DA500,Engineering,ST999,ST-Default SAC,A-15 Water,NULL,NULL,11607,,,
AEXP-008036-2018,2,12/06/2018,L008-JSPL,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,A-600ml Carton,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,A-600ml Carton,NULL,NULL,11608,,,
AEXP-008037-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,R. BARKER 01/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11609,,,
AEXP-008038-2018,1,12/06/2018,L018-NJSP,AUD,AS000945,JET COURIERS ADELAIDE PTY LTD,MARK WATTS - FREIGHT,OVERHDS HIGH -TECH,Freight,FREIGHT AND CARRIAGE,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,FREIGHT,NULL,NULL,11610,,,
AEXP-008039-2018,1,12/06/2018,L017-NJEP,AUD,AS001490,STAR AVIATION,Attn: Sam Hardy - Charter cancellation fee due NJE 97 seats,OVERHDS HIGH-COMM,NULL,AIRCRAFT HIRE,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,Charter cancellation fee due NJE 97 seats,NULL,NULL,11611,,,
AEXP-008040-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,R. MELAI 01-03/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11612,,,
AEXP-008041-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,J. BATESON 01-03/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11613,,,
AEXP-008042-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,Z. JACOBSEN 01/06 ON BI REPORT,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11614,,,
AEXP-008043-2018,1,12/06/2018,L018-NJSP,AUD,AS000788,TOTALLY WORKWEAR,ATT: MARK WATTS,OVERHDS HIGH -TECH,NULL,DIR UNIFORMS,AU-999,Australia Default Location,ZA003,Apportionment,ST001,ST-Administration,NULL,NULL,NULL,11615,,,
AEXP-008044-2018,1,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,AC PARKING,VH-ZZB,VH-ZZB Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,PASSENGER FEES VH-ZZB,NULL,NULL,11616,,,
AEXP-008044-2018,2,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-LCL,VH-LCL Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,LANDING FEES VH-LCL,NULL,NULL,11617,,,
AEXP-008044-2018,3,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-ZZA,VH-ZZA Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,LANDING FEES VH-ZZA,NULL,NULL,11618,,,
AEXP-008044-2018,4,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-ZZG,VH-ZZG Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,LANDING FEES VH-ZZG,NULL,NULL,11619,,,
AEXP-008044-2018,5,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-ZZI,VH-ZZI Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,LANDING FEES VH-ZZI,NULL,NULL,11620,,,
AEXP-008044-2018,6,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-ZZB,VH-ZZB Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,LANDING FEES VH-ZZB,NULL,NULL,11621,,,
AEXP-008044-2018,7,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-ZZP,VH-ZZP Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,LANDING FEES VH-ZZP,NULL,NULL,11622,,,
AEXP-008044-2018,8,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-XNC,VH-XNC CL604 - Tail,CA102,AMSA,ZZ999,ZZ-Default SAC code,LANDING FEES VH-XNC,NULL,NULL,11623,,,
AEXP-008044-2018,9,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-ZZE,VH-ZZE Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,LANDING FEES VH-ZZE,NULL,NULL,11624,,,
AEXP-008044-2018,10,12/06/2018,L008-JSPL,AUD,AS000023,AVDATA P/L,ATT K MILLAR- LANDINGS MAY 18,DIRECTOPSSPEND-SPMIS,NULL,LANDING CHARGES,VH-ZZF,VH-ZZF Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,LANDING FEES VH-ZZF,NULL,NULL,11625,,,
AEXP-008045-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,S. VIDAL 06/07,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11626,,,
AEXP-008046-2018,1,12/06/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,z jacobsen 28apr,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,au-bne,Brisbane - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11627,,,
AEXP-008047-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,K. BOOTH 06/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11628,,,
AEXP-008048-2018,1,12/06/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,r tuddenham 17apr no show,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,au-bne,Brisbane - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11629,,,
AEXP-008049-2018,1,12/06/2018,L018-NJSP,AUD,AS000945,JET COURIERS ADELAIDE PTY LTD,MARK WATTS - FREIGHT,OVERHDS HIGH -TECH,Freight,FREIGHT AND CARRIAGE,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,FREIGHT,NULL,NULL,11630,,,
AEXP-008050-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,C. JOHNSON 06/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11631,,,
AEXP-008051-2018,1,12/06/2018,L025-CSAR,AUD,AS000383,CANON AUSTRALIA PTY LTD,ATTN VENKAT SAKIBANDA 19/12/17-18/2/18 COPYING,OVERHDS HIGH- OPS,NULL,DIR POST PRINT STAT,AU-PER,Perth - Location,CA102,AMSA,ST001,ST-Administration,19/12/17-18/2/18 COPYING,NULL,NULL,11632,,,
AEXP-008052-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,M. VLAD 06/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11633,,,
AEXP-008053-2018,1,12/06/2018,L018-NJSP,AUD,AS000945,JET COURIERS ADELAIDE PTY LTD,MARK WATTS - FREIGHT,OVERHDS HIGH -TECH,Freight,FREIGHT AND CARRIAGE,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,FREIGHT,NULL,NULL,11634,,,
AEXP-008054-2018,1,12/06/2018,L025-CSAR,AUD,AS000418,CIVIL AVIATION SAFETY AUTHORITY,Attn: T. Smallwood,OVERHDS HIGH-SPL MIS,NULL,PERMIT / FEES - AOC,AU-ADL,Adelaide - Location,CA102,AMSA,ST001,ST-Administration,NULL,NULL,NULL,11635,,,
AEXP-008055-2018,1,12/06/2018,L025-CSAR,AUD,AS000383,CANON AUSTRALIA PTY LTD,ATTN VENKAT SAKIBANDA 19/4-18/5/18 COPYING,OVERHDS HIGH- OPS,NULL,DIR POST PRINT STAT,AU-PER,Perth - Location,CA102,AMSA,ST001,ST-Administration,19/4-18/5/18 COPYING,NULL,NULL,11636,,,
AEXP-008056-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,J. DUCKWORTH 06/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11637,,,
AEXP-008057-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. SATEWARDSON 06/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11638,,,
AEXP-008058-2018,1,12/06/2018,L008-JSPL,AUD,AS000383,CANON AUSTRALIA PTY LTD,ATTN VENKAT SAKIBANDA 5/4-4/5/18 COPYING,OVERHDS HIGH- OPS,NULL,DIR POST PRINT STAT,AU-MEB,Essendon - Location,CA102,AMSA,ST001,ST-Administration,5/4-4/5/18 COPYING,NULL,NULL,11639,,,
AEXP-008059-2018,1,12/06/2018,L017-NJEP,AUD,AS000418,CIVIL AVIATION SAFETY AUTHORITY,Attn: Sam Hardy - CASA Synthetic Training,OVERHDS HIGH-COMM,NULL,PERMIT / FEES OTH,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,CASA Synthetic Training,NULL,NULL,11640,,,
AEXP-008060-2018,1,12/06/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,Z JACOBSEN 17APR,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11641,,,
AEXP-008061-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,M. RICHARDS 06/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11642,,,
AEXP-008062-2018,1,12/06/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,K MCCALLUM 17APR,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11643,,,
AEXP-008063-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,E. MCBREEN 04/06 + LATE CHECK OUT 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11644,,,
AEXP-008064-2018,1,12/06/2018,L025-CSAR,AUD,AS000383,CANON AUSTRALIA PTY LTD,ATTN VENKAT SAKIBANDA 19/3-18/4/18 COPYING,OVERHDS HIGH- OPS,NULL,DIR POST PRINT STAT,AU-PER,Perth - Location,CA102,AMSA,ST001,ST-Administration,19/3-18/4/18 COPYING,NULL,NULL,11645,,,
AEXP-008065-2018,1,12/06/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,N HEMBLING 12APR,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11646,,,
AEXP-008066-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. GRIFFIN 04/06 + LATE CHECK OUT 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11647,,,
AEXP-008067-2018,1,12/06/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,S SCHULZECK 12APR,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11648,,,
AEXP-008068-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,J. HAGGERTY 04/06 + LATE CHECK OUT 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11649,,,
AEXP-008069-2018,1,12/06/2018,L025-CSAR,AUD,AS000383,CANON AUSTRALIA PTY LTD,ATTN VENKAT SAKIBANDA 1-19/5/18 COPYING,OVERHDS HIGH- OPS,NULL,DIR POST PRINT STAT,AU-PER,Perth - Location,CA102,AMSA,ST001,ST-Administration,1-19/5/18 COPYING,NULL,NULL,11650,,,
AEXP-008070-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. ARTUSO-HARVEY 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11651,,,
AEXP-008071-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,L. VANT PADJE 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11652,,,
AEXP-008072-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,R. PETERSON 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11653,,,
AEXP-008073-2018,1,12/06/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,a lang 12apr,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11654,,,
AEXP-008074-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,K. CLAYSON 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11655,,,
AEXP-008075-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,S. GORMAN 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11656,,,
AEXP-008076-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. PAPA 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11657,,,
AEXP-008077-2018,1,12/06/2018,L018-NJSP,AUD,AS001766,WATTLE BUILDING MAINTENANCE,ATTN KEN DOLAN REPAIR TAP LADIES BATHROOM,OVERHDS HIGH -TECH,NULL,DIR PLUMBING MAINT,AU-PER,Perth - Location,ZA003,Apportionment,FM003,Program Maintenance,REPAIR TAP LADIES BATHROOM,NULL,NULL,11658,,,
AEXP-008078-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,P. COLLIER-HARRIS 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11659,,,
AEXP-008079-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,M. PATHUIS 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11660,,,
AEXP-008080-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,M. O'BRYNE 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11661,,,
AEXP-008081-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. CLOUTING 05/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11662,,,
AEXP-008082-2018,1,12/06/2018,L009-CASE,AUD,AS000466,CARBRIDGE PTY LTD,ATTN ADAM BECKEL MAY 2018 FUEL ADL,OVERHDS HIGH -TECH,NULL,BASE SUPPLIES & CONS,au-adl,Adelaide - Location,da501,Heavy Maintenance,zz999,ZZ-Default SAC code,MAY 2018 FUEL ADL,NULL,NULL,11663,,,
AEXP-008083-2018,1,12/06/2018,L008-JSPL,AUD,AS000815,DOUBLE TREE BY HILTON DARWIN,CASEY & BOURGUIGNIN 02/06,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-DRW,Darwin - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11664,,,
AEXP-008084-2018,1,12/06/2018,L008-JSPL,AUD,AS000815,DOUBLE TREE BY HILTON DARWIN,GORDON & LEONG 01/06,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-DRW,Darwin - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11665,,,
AEXP-008085-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,D. GIBBINS 04/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11666,,,
AEXP-008086-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. CHAPMAN 04/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11667,,,
